cod_sku,denumire,categorie,producator,garantie_luni,status,depozit,oras_depozit,tara_depozit,cantitate,prag_minim,socket,memory_type,form_factor,interface,storage_form
-ASUS-TUF-GAMING-B560,Asus TUF GAMING B560-PLUS WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-MSI-B550-A-PRO-(CEC),MSI B550-A PRO (CEC),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-SUPERMICRO-MBD-X10DA,Supermicro MBD-X10DAL-I-O,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,ATX,,
-MSI-MPG-X570S-CARBON,MSI MPG X570S CARBON MAX WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-B460M-A-PRO,MSI B460M-A PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-MSI-MAG-Z690-TOMAHAW,MSI MAG Z690 TOMAHAWK WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASUS-PRIME-B760M-PLU,Asus PRIME B760M-PLUS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASROCK-Z790-PG-ITX/T,ASRock Z790 PG-ITX/TB4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Mini ITX,,
-ASUS-PRIME-H410M-E,Asus PRIME H410M-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-ASUS-ROG-STRIX-X870E,Asus ROG STRIX X870E-H GAMING WIFI7,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,ATX,,
-MSI-MPG-B550I-GAMING,MSI MPG B550I GAMING EDGE MAX WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Mini ITX,,
-ASUS-ROG-CROSSHAIR-V,Asus ROG Crosshair VII Hero,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-MEG-Z690I-UNIFY,MSI MEG Z690I UNIFY,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Mini ITX,,
-GIGABYTE-B650M-H,Gigabyte B650M H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-GIGABYTE-Z790-EAGLE,Gigabyte Z790 EAGLE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASROCK-Z68M/USB3,ASRock Z68M/USB3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-PRO-Z690-P-DDR4,MSI PRO Z690-P DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-BIOSTAR-G41U3G,Biostar G41U3G,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA775,,Micro ATX,,
-ASUS-PRIME-H310-PLUS,Asus PRIME H310-PLUS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-GIGABYTE-Z590-VISION,Gigabyte Z590 VISION G,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-GIGABYTE-Z370-HD3-(R,Gigabyte Z370 HD3 (rev. 1.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASROCK-B650E-TAICHI,ASRock B650E TAICHI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,EATX,,
-GIGABYTE-B550-AORUS-,Gigabyte B550 AORUS MASTER,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-GIGABYTE-B660-GAMING,Gigabyte B660 GAMING X DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-MSI-PRO-B660M-A-CEC-,MSI PRO-B660M-A-CEC-WIFI-DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-NZXT-N5-Z690,NZXT N5 Z690,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASROCK-H610M-HDV/M.2,ASRock H610M-HDV/M.2 R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-Z390-AORUS-,Gigabyte Z390 AORUS PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-GIGABYTE-GA-Z170X-GA,Gigabyte GA-Z170X-Gaming 3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-MSI-H410M-PRO,MSI H410M PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-BIOSTAR-H510MHP-2.0,Biostar H510MHP 2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-ASUS-PRIME-B840M-A-W,Asus PRIME B840M-A WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-ASUS-PRIME-B450M-A/C,Asus PRIME B450M-A/CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-STRIX-Z270F,Asus STRIX Z270F,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-RAMPAGE-IV-BLAC,Asus Rampage IV Black Edition,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,EATX,,
-ASUS-PRIME-Z270-P,Asus PRIME Z270-P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-TUF-Z270-MARK-2,Asus TUF Z270 MARK 2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-H110M-R,Asus H110M-R,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-PRIME-Z890-P,Asus PRIME Z890-P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1851,,ATX,,
-MSI-B250M-GAMING-PRO,MSI B250M GAMING PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-PRIME-B760M-A,Asus PRIME B760M-A,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-MSI-Z97S-SLI-KRAIT-E,MSI Z97S SLI Krait Edition,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1150,,ATX,,
-GIGABYTE-B560-HD3,Gigabyte B560 HD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-ASROCK-B250M-PRO4,ASRock B250M Pro4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-H110M-A/M.2,Asus H110M-A/M.2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-GIGABYTE-H310M-S2H,Gigabyte H310M S2H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-PRIME-H310M-K-R,Asus PRIME H310M-K R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-TUF-GAMING-B760,Asus TUF GAMING B760M-PLUS D4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-MSI-MPG-Z790-EDGE-WI,MSI MPG Z790 EDGE WIFI DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASUS-PRIME-H610M-A-D,Asus PRIME H610M-A D4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-Z590-UD,Gigabyte Z590 UD,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-GIGABYTE-Z690I-AORUS,Gigabyte Z690I AORUS ULTRA DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Mini ITX,,
-MSI-MEG-Z490I-UNIFY,MSI MEG Z490I UNIFY,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Mini ITX,,
-ASROCK-B560M-PRO4,ASRock B560M Pro4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-GIGABYTE-B550-AORUS-,Gigabyte B550 AORUS PRO V2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-MEG-Z790-GODLIKE,MSI MEG Z790 GODLIKE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,EATX,,
-ASUS-ROG-STRIX-Z370-,Asus ROG STRIX Z370-F GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-ROG-STRIX-X470-,Asus ROG STRIX X470-I GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Mini ITX,,
-ASUS-PRIME-H310M-A-R,Asus PRIME H310M-A R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-PRIME-H610M-K-D,Asus PRIME H610M-K D4-ARGB,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-Z690M-AORUS,Gigabyte Z690M AORUS ELITE AX DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-ROG-STRIX-Z590-,Asus ROG STRIX Z590-I GAMING WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Mini ITX,,
-ASROCK-A520M-PHANTOM,ASRock A520M Phantom Gaming 4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-GIGABYTE-H610M-GAMIN,Gigabyte H610M GAMING WIFI DDR4 (rev. 1.0),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-PRIME-B650M-A-I,Asus PRIME B650M-A II,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-MSI-B350M-PRO-VDH,MSI B350M PRO-VDH,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-M5A97-R2.0,Asus M5A97 R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-Z170I-PRO-GAMIN,Asus Z170I PRO GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Mini ITX,,
-GIGABYTE-GA-H110M-DS,Gigabyte GA-H110M-DS2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-MSI-PRO-H610M-S-DDR4,MSI PRO H610M-S DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASROCK-Z890-TAICHI-O,ASRock Z890 Taichi OCF,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1851,,ATX,,
-ASUS-PRO-B760M-CT-CS,Asus Pro B760M-CT-CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-B760M-GAMIN,Gigabyte B760M GAMING X AX DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-ROG-MAXIMUS-X-H,Asus ROG MAXIMUS X HERO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-ROG-STRIX-B365-,Asus ROG STRIX B365-F GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-PRIME-Z790-V-AX,Asus PRIME Z790-V AX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASUS-ROG-STRIX-X870E,Asus rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,ATX,,
-ASUS-PRIME-Z790M-PLU,Asus PRIME Z790M-PLUS D4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-PRIME-X670-P,Asus PRIME X670-P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,ATX,,
-MSI-Z87-G45-GAMING,MSI Z87-G45 Gaming,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1150,,ATX,,
-ASROCK-B760M-PG-RIPT,ASRock B760M PG Riptide,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-SUPERMICRO-X11SCL-LN,Supermicro X11SCL-LN4F,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-BIOSTAR-H61MGC,Biostar H61MGC,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-MSI-PRO-B650M-E,MSI PRO B650M-E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-ASROCK-B860M-LIVEMIX,ASRock B860M LiveMixer WiFi,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1851,,Micro ATX,,
-MSI-B150A-GAMING-PRO,MSI B150A Gaming Pro,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-GIGABYTE-Z690-UD-DDR,Gigabyte Z690 UD DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASROCK-Z690-PRO-RS,ASRock Z690 Pro RS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASUS-A68HM-PLUS,Asus A68HM-Plus,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,FM2,,Micro ATX,,
-ASUS-TUF-Z370-PLUS-G,Asus TUF Z370 Plus Gaming,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-ASUS-PRIME-B460-PLUS,Asus PRIME B460-PLUS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-ASROCK-Z590-C/AC,ASRock Z590-C/ac,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-ASROCK-Z790-C,ASRock Z790-C,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-GIGABYTE-B650M-C-V2,Gigabyte B650M C V2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-GIGABYTE-B860M-EAGLE,Gigabyte B860M EAGLE V2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1851,,Micro ATX,,
-ASROCK-H670M-PRO-RS,ASRock H670M Pro RS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-MSI-B450M-BAZOOKA-V2,MSI B450M BAZOOKA V2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-GIGABYTE-GA-AB350M-G,Gigabyte GA-AB350M-Gaming 3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASROCK-H610M-HDV/M.2,ASRock H610M-HDV/M.2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-X870M-AORUS,Gigabyte X870M AORUS ELITE WIFI7 ICE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-ASROCK-Z890-PRO-RS,ASRock Z890 Pro RS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1851,,ATX,,
-ASROCK-X570D4U-2L2T,ASRock X570D4U-2L2T,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-GIGABYTE-GA-B250-HD3,Gigabyte GA-B250-HD3,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-GIGABYTE-GA-B150M-D3,Gigabyte GA-B150M-D3H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASROCK-Z690-PG-RIPTI,ASRock Z690 PG Riptide,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-GIGABYTE-B650M-AORUS,Gigabyte B650M AORUS PRO AX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-ASROCK-B365M-HDV,ASRock B365M-HDV,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-MSI-MPG-Z590-GAMING-,MSI MPG Z590 GAMING PLUS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-ASUS-TUF-GAMING-B450,Asus TUF GAMING B450M-PRO II,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-ROG-STRIX-B560-,Asus ROG STRIX B560-A GAMING WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-ASUS-PRIME-H310M-R-R,Asus PRIME H310M-R R2.0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-GIGABYTE-Z490M,Gigabyte Z490M,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-ASROCK-B450M-STEEL-L,ASRock B450M Steel Legend Pink,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-GIGABYTE-GA-970A-DS3,Gigabyte GA-970A-DS3P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM3,,ATX,,
-ASUS-STRIX-X370-F-GA,Asus STRIX X370-F GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-MPG-B760I-EDGE-W,MSI MPG B760I EDGE WIFI DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Mini ITX,,
-ASUS-ROG-CROSSHAIR-V,Asus ROG Crosshair VIII Formula,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-ASUS-Z170-AR,Asus Z170-AR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-EVGA-P55V,EVGA P55V,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1156,,Micro ATX,,
-ASROCK-AB350-GAMING-,ASRock AB350 Gaming-ITX/ac,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Mini ITX,,
-ASUS-PRIME-Z690-P,Asus PRIME Z690-P,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-GIGABYTE-Z590-AORUS-,Gigabyte Z590 AORUS PRO AX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-MSI-BIG-BANG-MARSHAL,MSI Big Bang-Marshal (B3),Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,XL ATX,,
-ASUS-Z10PE-D8-WS,Asus Z10PE-D8 WS,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,SSI EEB,,
-GIGABYTE-GA-AB350-GA,Gigabyte GA-AB350-Gaming,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-MPG-Z690-EDGE-WI,MSI MPG Z690 EDGE WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASUS-PRO-Q570M-C/CSM,Asus PRO Q570M-C/CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-MSI-X470-GAMING-PRO-,MSI X470 GAMING PRO CARBON,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-GIGABYTE-GA-H61M-DS2,Gigabyte GA-H61M-DS2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1155,,Micro ATX,,
-GIGABYTE-MW50-SV0,Gigabyte MW50-SV0,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,ATX,,
-MSI-B450M-BAZOOKA,MSI B450M BAZOOKA,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-MSI-B560M-A-PRO,MSI B560M-A PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-ASUS-PRIME-B850M-K,Asus PRIME B850M-K,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-MSI-PRO-B840M-P-WIFI,MSI PRO B840M-P WIFI6E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-ASUS-PRO-B650M-CT-CS,Asus Pro B650M-CT-CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,Micro ATX,,
-BIOSTAR-H610MH-D5,Biostar H610MH D5,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-PRO-B660M-C-D4-,Asus Pro B660M-C D4-CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-PROART-B550-CRE,Asus ProArt B550-CREATOR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-GIGABYTE-H410M-S2H-V,Gigabyte H410M S2H V2,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-MSI-MPG-Z390I-GAMING,MSI MPG Z390I GAMING EDGE AC,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Mini ITX,,
-GIGABYTE-B660-GAMING,Gigabyte B660 GAMING X AX DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASUS-X99-A,Asus X99-A,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,ATX,,
-MSI-B360M-MORTAR,MSI B360M MORTAR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-GIGABYTE-Z490-AORUS-,Gigabyte Z490 AORUS ELITE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-ASROCK-B760M-PG-LIGH,ASRock B760M PG Lightning Wifi,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-B550-AORUS-,Gigabyte B550 AORUS ELITE AX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-MEG-Z390-ACE,MSI MEG Z390 ACE,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,ATX,,
-BIOSTAR-B550MH,Biostar B550MH,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-PRIME-B760M-A-C,Asus PRIME B760M-A-CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-ROG-MAXIMUS-Z79,Asus ROG MAXIMUS Z790 HERO EVA-02 EDITION,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-GIGABYTE-B460M-DS3H,Gigabyte B460M DS3H,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-BIOSTAR-A520MH,Biostar A520MH,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-GIGABYTE-B560M-AORUS,Gigabyte B560M AORUS PRO AX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Micro ATX,,
-MSI-B850-GAMING-PLUS,MSI B850 GAMING PLUS WIFI6E,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM5,,ATX,,
-ASROCK-X299-STEEL-LE,ASRock X299 Steel Legend,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2066,,ATX,,
-ASUS-Q170M-C/CSM,Asus Q170M-C/CSM,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-MSI-B365M-PRO-VH,MSI B365M-PRO-VH,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1151,,Micro ATX,,
-ASUS-ROG-STRIX-Z490-,Asus ROG STRIX Z490-F GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-GIGABYTE-B550-AORUS-,Gigabyte B550 AORUS PRO,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,ATX,,
-MSI-MPG-Z590-GAMING-,MSI MPG Z590 GAMING EDGE WIFI,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,ATX,,
-GIGABYTE-Z690-AORUS-,Gigabyte Z690 AORUS MASTER,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,EATX,,
-GIGABYTE-B760-GAMING,Gigabyte B760 GAMING X AX DDR4,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,ATX,,
-ASROCK-B760M-PG-LIGH,ASRock B760M PG Lightning,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-ASUS-PRIME-A320M-A,Asus PRIME A320M-A,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-ROG-STRIX-Z490-,Asus ROG STRIX Z490-I GAMING,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1200,,Mini ITX,,
-MSI-B350M-MORTAR,MSI B350M MORTAR,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-ROG-ZENITH-EXTR,Asus ROG ZENITH EXTREME,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,STR4,,EATX,,
-ASUS-B85M-G,Asus B85M-G,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1150,,Micro ATX,,
-ASROCK-B760M-PRO-A-D,ASRock B760M Pro-A D4 WiFi,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1700,,Micro ATX,,
-GIGABYTE-B550M-AORUS,Gigabyte B550M AORUS PRO AX,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,AM4,,Micro ATX,,
-ASUS-SABERTOOTH-Z87,Asus Sabertooth Z87,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA1150,,ATX,,
-GIGABYTE-GA-X99M-GAM,Gigabyte GA-X99M-GAMING 5,Motherboard,,24,ACTIV,Central,Bucuresti,RO,10,2,LGA2011,,Micro ATX,,
